,accuracy,loss,val_accuracy,val_loss
0,0.6692118644714355,0.5890981554985046,0.5066211223602295,0.7135993838310242
1,0.7672469019889832,0.46404942870140076,0.7270397543907166,0.5017371773719788
2,0.8117257356643677,0.38944095373153687,0.8472874760627747,0.3688707649707794
3,0.8470739126205444,0.3337084949016571,0.8357539772987366,0.3215992748737335
4,0.8681119084358215,0.2903158366680145,0.8835967779159546,0.303080290555954
