,accuracy,loss,val_accuracy,val_loss
0,0.006666666828095913,4.904153347015381,0.004166666883975267,4.787619113922119
1,0.019999999552965164,4.666085243225098,0.008333333767950535,4.787785053253174
2,0.03999999910593033,4.552151203155518,0.008333333767950535,4.7880425453186035
3,0.05666666850447655,4.430553913116455,0.008333333767950535,4.788371562957764
4,0.06499999761581421,4.347202301025391,0.008333333767950535,4.788758277893066
5,0.07083333283662796,4.289783477783203,0.008333333767950535,4.789213180541992
6,0.08749999850988388,4.234058856964111,0.008333333767950535,4.789662837982178
7,0.09000000357627869,4.183570861816406,0.008333333767950535,4.790101051330566
8,0.08500000089406967,4.112803936004639,0.008333333767950535,4.7905402183532715
9,0.10083333402872086,4.068944931030273,0.008333333767950535,4.790983200073242
10,0.11749999970197678,3.9838707447052,0.008333333767950535,4.791464328765869
11,0.13500000536441803,3.948718309402466,0.008333333767950535,4.791985988616943
12,0.1525000035762787,3.8628125190734863,0.008333333767950535,4.792510509490967
13,0.1341666728258133,3.8471028804779053,0.008333333767950535,4.793057441711426
14,0.1758333295583725,3.749962091445923,0.008333333767950535,4.79360294342041
15,0.16333332657814026,3.7254207134246826,0.008333333767950535,4.79417610168457
16,0.18000000715255737,3.6590046882629395,0.008333333767950535,4.794851779937744
17,0.19499999284744263,3.625241756439209,0.008333333767950535,4.7955002784729
18,0.2083333283662796,3.555180311203003,0.008333333767950535,4.796202182769775
19,0.20416666567325592,3.5092296600341797,0.004166666883975267,4.796977519989014
20,0.2133333384990692,3.4703869819641113,0.0,4.797786235809326
21,0.22583332657814026,3.404031276702881,0.0,4.798746585845947
22,0.2516666650772095,3.331573724746704,0.0,4.799859523773193
23,0.2683333456516266,3.281050205230713,0.0,4.800961017608643
24,0.2616666555404663,3.2387990951538086,0.0,4.8022236824035645
