,accuracy,loss,val_accuracy,val_loss
0,0.016875000670552254,4.7829203605651855,0.009166666306555271,4.787558555603027
1,0.03135416656732559,4.600688457489014,0.009999999776482582,4.788364410400391
2,0.043020833283662796,4.497506618499756,0.007499999832361937,4.791512966156006
3,0.050833333283662796,4.397550106048584,0.008750000037252903,4.800091743469238
4,0.06479166448116302,4.299566745758057,0.009999999776482582,4.822346210479736
5,0.07750000059604645,4.1992998123168945,0.009999999776482582,4.8716912269592285
6,0.0898958370089531,4.109594345092773,0.008750000037252903,4.9634222984313965
7,0.10249999910593033,4.019191265106201,0.011666666716337204,5.093923568725586
8,0.11479166895151138,3.930680274963379,0.018333332613110542,5.07999849319458
9,0.12833333015441895,3.855107307434082,0.03291666507720947,4.785459518432617
10,0.14374999701976776,3.7771058082580566,0.04374999925494194,4.470717906951904
11,0.15343749523162842,3.6945996284484863,0.042916666716337204,4.594113826751709
12,0.1655208319425583,3.6264281272888184,0.0637499988079071,4.3103179931640625
13,0.17916665971279144,3.550560235977173,0.08708333224058151,4.144479751586914
14,0.19427083432674408,3.4780924320220947,0.0925000011920929,4.072989463806152
15,0.20781250298023224,3.421722888946533,0.08041666448116302,4.196199893951416
16,0.21906250715255737,3.3522660732269287,0.0949999988079071,4.082106113433838
17,0.2277083396911621,3.29768443107605,0.08500000089406967,4.1231303215026855
18,0.24520833790302277,3.2282116413116455,0.09458333253860474,4.134978294372559
19,0.25177082419395447,3.171588897705078,0.08958332985639572,4.200110912322998
20,0.2654166519641876,3.113562822341919,0.09291666746139526,4.145178318023682
21,0.2827083468437195,3.0538175106048584,0.09333333373069763,4.240355014801025
22,0.2863541543483734,3.0043110847473145,0.0949999988079071,4.184520244598389
23,0.30281248688697815,2.951401710510254,0.10208333283662796,4.080228328704834
24,0.3148958384990692,2.8948254585266113,0.10625000298023224,4.066619873046875
