,accuracy,loss,val_accuracy,val_loss
0,0.670600175857544,0.5897173285484314,0.4957283139228821,0.9834184646606445
1,0.7576356530189514,0.47982847690582275,0.7078171968460083,0.5277479290962219
2,0.8076676726341248,0.3972933292388916,0.8421614766120911,0.3476908802986145
3,0.8402926325798035,0.34702014923095703,0.8325501680374146,0.3294591009616852
4,0.8627723455429077,0.30397602915763855,0.8831695914268494,0.2664717435836792
5,0.8808201551437378,0.27264323830604553,0.7291755676269531,0.9160601496696472
6,0.8900042772293091,0.24840456247329712,0.9041008353233337,0.26981356739997864
7,0.8989747762680054,0.22828173637390137,0.9049551486968994,0.21948197484016418
8,0.9064502120018005,0.21453404426574707,0.833404541015625,0.34334826469421387
9,0.9158479571342468,0.19878067076206207,0.9252456426620483,0.18800735473632812
10,0.9158479571342468,0.19421416521072388,0.9143528342247009,0.24956931173801422
11,0.9251388311386108,0.17803852260112762,0.923323392868042,0.18257352709770203
12,0.9273280501365662,0.17189837992191315,0.9184109568595886,0.1845894157886505
13,0.9277552366256714,0.16829583048820496,0.9111490845680237,0.18608695268630981
14,0.9340559840202332,0.15385428071022034,0.9181973338127136,0.17601138353347778
15,0.9415314197540283,0.1421801596879959,0.9427595138549805,0.14455555379390717
16,0.9414780139923096,0.13725130259990692,0.926099956035614,0.21868839859962463
17,0.9430798888206482,0.1346876621246338,0.8000854253768921,0.5361771583557129
18,0.9462302327156067,0.1299939602613449,0.923109769821167,0.21434518694877625
19,0.9467642307281494,0.12689395248889923,0.9350704550743103,0.16096286475658417
20,0.9495407938957214,0.1186881959438324,0.9297308921813965,0.16028250753879547
21,0.9517300128936768,0.11416658759117126,0.9369927644729614,0.14219233393669128
22,0.9541328549385071,0.11138495057821274,0.9468175768852234,0.1364726424217224
23,0.9547736048698425,0.10994125157594681,0.9506621360778809,0.12826097011566162
24,0.9575501680374146,0.10285785049200058,0.9275950193405151,0.17037686705589294
