,accuracy,loss,val_accuracy,val_loss
0,0.6701729893684387,0.5892905592918396,0.4957283139228821,0.7765173316001892
1,0.7703972458839417,0.46062594652175903,0.7163605093955994,0.5116340517997742
2,0.8173323273658752,0.3851624131202698,0.8432294130325317,0.3466675877571106
3,0.8502776622772217,0.32957419753074646,0.8566851615905762,0.3053135573863983
4,0.8662964701652527,0.29449307918548584,0.8690730333328247,0.2740533649921417
